id,start_time,end_time,title,tags,people,venues,description
13444,"Sun, 27 Mar 2016 22:00:00 -0400","Sun, 27 Mar 2016 23:00:00 -0400","Queer Characters: Tokenism, Realism, and Support"," Creative Works,  ExportMe,  Needs Moderator,  panel, Does Not Need More Panellists/Presenters","Jack Bridges, Jess Bridges, Jane Espenson",South Ballroom (Large Panel Room),"In the realworld being LBGTQIA, is not unusual; but for characters in most media it is. We are talking about characters not being special because of their sexuality, or gender-identity; but being mundane, expected, statistically representative."
13445,"Thu, 24 Mar 2016 23:00:00 -0400","Fri, 25 Mar 2016 00:00:00 -0400","How can we help to get more younger children to read, what are the strategies?"," Does Not Need More Panellists/Presenters,  Needs Moderator,  panel,  Written Fiction, ExportMe","Anna Hepworth, Rebecca Laffar-Smith, Fe Waters",South Ballroom (Large Panel Room),"As a generation of children grows up in an environment where there are so many entertainment and education experiences that compete with the good old book, how can we get them to enjoy this classic hobby and way of learning."
13446,"Sat, 26 Mar 2016 04:00:00 -0400","Sat, 26 Mar 2016 05:00:00 -0400",Defying Doomsday: preview reading and discussion, Written Fiction,"Sue Ackermann, Satima Flavell, Stephanie Gunn, Anna Hepworth",Hamersley South (Discussion Room),"Twelfth Planet Press is giving us a special preview reading of 
Defying Doomsday: ""An anthology of apocalypse-survival fiction with a focus on disabled and chronically ill characters.""
This is a pretty exciting book, and will be release mid-2016.
After about half an hour of readings, we will move into a round-table discussion of about disabled characters in post-apocalyptic settings in general.

Moderator: Susan Ackermann"
13447,"Thu, 24 Mar 2016 22:00:00 -0400","Thu, 24 Mar 2016 23:00:00 -0400",Martial Arts and Martial Characters in SpecFic," Multimedia,  Needs Moderator,  panel, ExportMe","Jane Espenson, Lian Hearn, Susanna Rogers",South Ballroom (Large Panel Room),"Plenty of our favourite shows, books and comics have characters that are martial artists. We talk about characters the fight, and have a fighting mindset.
How realistic they are, and why we like them."
13448,"Thu, 24 Mar 2016 08:00:00 -0400","Thu, 24 Mar 2016 09:00:00 -0400",Fantasy that is not Western European," Fantasy,  Needs Moderator,  Needs Panelists,  panel, ExportMe","Prema Arasu, Kitty Byrne, Lian Hearn",North Ballroom (Large Panel Room),"European Fantasy is actually just Western European. Lets talk Eastern European, as well as all other continents/cultures fantasy."
13449,"Sun, 27 Mar 2016 02:00:00 -0400","Sun, 27 Mar 2016 03:00:00 -0400",Supernatural vs Original Material," Does Not Need Moderator,  ExportMe,  Horror,  presentation, Does Not Need More Panellists/Presenters","Jenny Cox, Samara Morgan",Hamersley South (Discussion Room),A discussion of Supernatural vs content from folk lore and the bible.
13450,"Fri, 25 Mar 2016 09:30:00 -0400","Fri, 25 Mar 2016 10:30:00 -0400",Horror: TV vs Movie vs Book vs Gaming vs Comic," Horror,  Needs Moderator,  Needs Panelists,  panel, ExportMe","Stephen Dedman, Daniel Drhoz, Michael O'Brien",North Ballroom (Large Panel Room),The differences and commonalities when producing horror in different media.
13451,"Thu, 24 Mar 2016 10:00:00 -0400","Thu, 24 Mar 2016 11:00:00 -0400",Adult Themes Trailer Park," AdultsOnly,  ExportMe,  Horror,  panel, Loud","Lex Burke, David Gunn",North Ballroom (Large Panel Room),"What is the best Horror, and otherwise not child friendly, films coming out in the next few years?"
13452,"Sat, 26 Mar 2016 04:00:00 -0400","Sat, 26 Mar 2016 05:00:00 -0400",Liked the movie? you'll love the comic," Comics,  Needs Moderator,  Needs Panelists,  panel, ExportMe","Kitty Byrne, John Parker, Candice Schilder",North Ballroom (Large Panel Room),"Sometimes movies and the original media go different ways,
and you can only enjoy one or the other. But sometimes the movies lead you to only greater enjoyment when you read the comic after.
Come and learn which movies and which comics this is true for."
13453,"Fri, 25 Mar 2016 23:00:00 -0400","Sat, 26 Mar 2016 00:00:00 -0400",Raising the Geeklings," Does Not Need More Panellists/Presenters,  Fandom/Conrunning,  Needs Moderator,  panel, ExportMe","Sally Beasley, Terry Chilvers, Tom Eitelhuber, Fe Waters",North Ballroom (Large Panel Room),"How to raise your children into geekdom. Can you raise nongeeks? Will you raise nongeeks? Is it inevitable? How can you use your mad SF skills, in parenting?"
